325,"57 rue Sadi Carnot",,"yes","59320","HAUBOURDIN",2,,
326,"110 rue de l'Abattoir",,"yes","59330","HAUTMONT",28,,
327,"20 rue Caroly Mary",,"yes","59330","HAUTMONT",1,,
328,"205 rue Gambetta",,"yes","59330","HAUTMONT",29,,
329,"21 rue Nationale",,"yes","59330","HAUTMONT",28,,
330,"26 rue Faidherbe",,"yes","59330","HAUTMONT",14,,
331,"6 rue Thiers",,"yes","59330","HAUTMONT",14,,
332,"11 rue Depoorter",,"yes","59190","HAZEBROUCK",2,,
333,"2 rue Jeanne d'Arc",,"yes","59190","HAZEBROUCK",23,,
334,"24 rue d'Aire",,"yes","59190","HAZEBROUCK",2,,
335,"25 rue Nationale",,"yes","59190","HAZEBROUCK",2,,
336,"48 rue du Rivage",,"yes","59190","HAZEBROUCK",2,,
337,"5 rue de Dunkerque",,"yes","59190","HAZEBROUCK",23,,
338,"rue des Augustins","Ilôt Saint Eloi ","yes","59190","HAZEBROUCK",23,,
339,"166 Rue Roger Salengro",,"yes","59260","HELLEMMES",2,,
340,"215 rue Roger Salengro",,"yes","59260","HELLEMMES",13,,
341,"25 Pavé du Moulin"," BP 1","yes","59260","HELLEMMES",29,,
342,"379 rue Chanzy",,"yes","59260","HELLEMMES",29,,
343,"118 Boulevard Clémenceau",,"yes","59510","HEM",18,,
344,"14 rue Jules Guesde",,"yes","59510","HEM",29,,
345,"169 Avenue du Docteur Calmette",,"yes","59510","HEM",13,,
346,"7 rue des Ecoles",,"yes","59510","HEM",2,,
347,"10 Place Wagon",,"yes","62110","HENIN BEAUMONT",29,,
348,"36 rue de l' Abbaye",,"yes","62110","HENIN BEAUMONT",2,,
349,"65 rue de Valmy",,"yes","62110","HENIN BEAUMONT",29,,
350,"2 rue Basly",,"yes","59199","HERGNIES",28,,
351,"30 rue Jean-Jacques Rousseau",,"yes","59195","HERIN",28,,
352,"32 rue du Bourg",,"yes","59134","HERLIES",13,,
353,"6 rue de Beaumetz ","Maison Médicale","yes","62147","HERMIES",29,,
354,"15 rue Emile Basly",,"yes","62530","HERSIN COUPIGNY",23,,
355,"5 avenue du pont Major",,"yes","62140","HESDIN",27,,
356,"1133 Route Nationale",,"yes","62360","HESDIN L'ABBE",28,,
357,"6 rue Blaise",,"yes","59171","HORNAING",29,,
358,"44 bis rue Henri Durant",,"yes","62150","HOUDAIN",2,,
359,"53 rue Jean Jaurès",,"yes","59263","HOUPLIN-ANCOISNE",25,,
